round_epochs,loss,acc,val_loss,val_acc,activation,batch_size,dropout,epochs,first_hidden_layer,optimizer,second_hidden_layer
20,0.4150221645832062,0.8222111463546753,0.5765600800514221,0.7737818956375122,relu,128,0.3,20,10,Adam,2
20,0.36801522970199585,0.8431274890899658,0.5743645429611206,0.7969837784767151,relu,128,0.3,20,10,Adam,4
20,0.4105357527732849,0.8366534113883972,0.5526329874992371,0.7865429520606995,relu,128,0.3,20,10,Adam,6
20,0.6884174942970276,0.7231075763702393,0.6511576175689697,0.7412993311882019,relu,128,0.3,20,10,RMSprop,2
20,0.6347612142562866,0.7355577945709229,0.6810057759284973,0.6832946538925171,relu,128,0.3,20,10,RMSprop,4
20,0.643347978591919,0.7206175327301025,0.7223548889160156,0.7157772779464722,relu,128,0.3,20,10,RMSprop,6
20,0.435320645570755,0.8251991868019104,0.5746546983718872,0.7575405836105347,relu,128,0.3,20,8,Adam,2
20,0.372379869222641,0.8496015667915344,0.623313307762146,0.7772621512413025,relu,128,0.3,20,8,Adam,4
20,0.37440159916877747,0.8640438318252563,0.5743077993392944,0.79350346326828,relu,128,0.3,20,8,Adam,6
20,0.6573730707168579,0.7166334390640259,0.6579793691635132,0.7308584451675415,relu,128,0.3,20,8,RMSprop,2
20,0.575858473777771,0.7649402618408203,0.805857241153717,0.6566125154495239,relu,128,0.3,20,8,RMSprop,4
20,0.5599521398544312,0.7619521617889404,0.6808110475540161,0.73549884557724,relu,128,0.3,20,8,RMSprop,6
20,0.4013689458370209,0.8366534113883972,0.6515148878097534,0.7877030372619629,relu,128,0.3,20,6,Adam,2
20,0.4072696268558502,0.8366534113883972,0.7930189371109009,0.7331786751747131,relu,128,0.3,20,6,Adam,4
20,0.40774986147880554,0.8391434550285339,0.6375126242637634,0.7784222960472107,relu,128,0.3,20,6,Adam,6
20,0.6763706207275391,0.7086653113365173,0.8107208013534546,0.6635730862617493,relu,128,0.3,20,6,RMSprop,2
20,0.709851861000061,0.7131474018096924,0.6443451642990112,0.7389791011810303,relu,128,0.3,20,6,RMSprop,4
20,0.6581138968467712,0.737051784992218,0.6073072552680969,0.7459396719932556,relu,128,0.3,20,6,RMSprop,6
60,0.27549079060554504,0.892430305480957,0.6328893303871155,0.7993039488792419,relu,128,0.3,60,10,Adam,2
60,0.16709093749523163,0.9302788972854614,0.6742266416549683,0.8236659169197083,relu,128,0.3,60,10,Adam,4
60,0.26318082213401794,0.8974103331565857,0.6891796588897705,0.7877030372619629,relu,128,0.3,60,10,Adam,6
60,0.2833520174026489,0.8874502182006836,0.5946709513664246,0.814385175704956,relu,128,0.3,60,10,RMSprop,2
60,0.24291205406188965,0.9058765172958374,0.890173614025116,0.7900232076644897,relu,128,0.3,60,10,RMSprop,4
60,0.18642577528953552,0.9287848472595215,0.5781052708625793,0.8422273993492126,relu,128,0.3,60,10,RMSprop,6
60,0.21921148896217346,0.9193227291107178,0.7187721729278564,0.7969837784767151,relu,128,0.3,60,8,Adam,2
60,0.2315317541360855,0.9083665609359741,0.7885621190071106,0.8004640340805054,relu,128,0.3,60,8,Adam,4
60,0.16413211822509766,0.9427290558815002,0.7097993493080139,0.8225057721138,relu,128,0.3,60,8,Adam,6
60,0.2702868580818176,0.8909362554550171,0.7397878766059875,0.7714617252349854,relu,128,0.3,60,8,RMSprop,2
60,0.19781889021396637,0.9203187227249146,0.9042003750801086,0.6937354803085327,relu,128,0.3,60,8,RMSprop,4
60,0.417407363653183,0.8580677509307861,0.5422237515449524,0.8271461725234985,relu,128,0.3,60,8,RMSprop,6
60,0.2889905273914337,0.9088645577430725,0.7010155916213989,0.7784222960472107,relu,128,0.3,60,6,Adam,2
60,0.17781922221183777,0.9282868504524231,0.8695213794708252,0.810904860496521,relu,128,0.3,60,6,Adam,4
60,0.19270187616348267,0.9337649345397949,0.7055078744888306,0.810904860496521,relu,128,0.3,60,6,Adam,6
60,0.28818467259407043,0.8869521617889404,0.5715228915214539,0.8213456869125366,relu,128,0.3,60,6,RMSprop,2
60,0.23072490096092224,0.9088645577430725,0.6451550722122192,0.8248260021209717,relu,128,0.3,60,6,RMSprop,4
60,0.21617305278778076,0.923804759979248,1.2512292861938477,0.6960557103157043,relu,128,0.3,60,6,RMSprop,6
100,0.30527791380882263,0.8695219159126282,0.9109158515930176,0.7598608136177063,relu,128,0.3,100,10,Adam,2
100,0.1806287169456482,0.9272908568382263,0.7885358929634094,0.7923433780670166,relu,128,0.3,100,10,Adam,4
100,0.30086982250213623,0.8710159659385681,0.7493009567260742,0.7830626368522644,relu,128,0.3,100,10,Adam,6
100,0.08303707838058472,0.9701195359230042,0.7240369915962219,0.8457076549530029,relu,128,0.3,100,10,RMSprop,2
100,0.174154132604599,0.9352589845657349,0.6730716228485107,0.8619489669799805,relu,128,0.3,100,10,RMSprop,4
100,0.18453502655029297,0.9377490282058716,1.4261316061019897,0.7320185899734497,relu,128,0.3,100,10,RMSprop,6
100,0.23524577915668488,0.9153386354446411,0.7934298515319824,0.7761020660400391,relu,128,0.3,100,8,Adam,2
100,0.13300083577632904,0.9526892304420471,0.8547332286834717,0.8027842044830322,relu,128,0.3,100,8,Adam,4
100,0.18483416736125946,0.9352589845657349,0.6692326664924622,0.8051044344902039,relu,128,0.3,100,8,Adam,6
100,0.28934019804000854,0.9213147163391113,0.7178876996040344,0.828306257724762,relu,128,0.3,100,8,RMSprop,2
100,0.18554040789604187,0.9427290558815002,0.6887258887290955,0.8178654313087463,relu,128,0.3,100,8,RMSprop,4
100,0.11592847108840942,0.958167314529419,0.6911832094192505,0.8538283109664917,relu,128,0.3,100,8,RMSprop,6
100,0.23367245495319366,0.9118525981903076,0.7065579891204834,0.8062645196914673,relu,128,0.3,100,6,Adam,2
100,0.15195146203041077,0.9462151527404785,0.8582379221916199,0.7969837784767151,relu,128,0.3,100,6,Adam,4
100,0.28975147008895874,0.8974103331565857,0.6960508823394775,0.7877030372619629,relu,128,0.3,100,6,Adam,6
100,0.19315186142921448,0.9322709441184998,0.6408727765083313,0.8480278253555298,relu,128,0.3,100,6,RMSprop,2
100,0.08526977151632309,0.9701195359230042,0.6500447988510132,0.8364269137382507,relu,128,0.3,100,6,RMSprop,4
100,0.08085750788450241,0.9706175327301025,0.7638851404190063,0.8190255165100098,relu,128,0.3,100,6,RMSprop,6
20,0.6923676133155823,0.6972111463546753,0.6342697739601135,0.7401391863822937,relu,128,0.5,20,10,Adam,2
20,0.754298210144043,0.6613546013832092,0.6839052438735962,0.6925753951072693,relu,128,0.5,20,10,Adam,4
20,0.7792618870735168,0.6439242959022522,0.7271331548690796,0.6879350543022156,relu,128,0.5,20,10,Adam,6
20,0.7857096791267395,0.6444222927093506,0.733280599117279,0.70649653673172,relu,128,0.5,20,10,RMSprop,2
20,0.8165984153747559,0.6349601745605469,0.7829945087432861,0.6763340830802917,relu,128,0.5,20,10,RMSprop,4
20,0.8509809970855713,0.607569694519043,0.7989369630813599,0.6728538274765015,relu,128,0.5,20,10,RMSprop,6
20,0.8253220319747925,0.6105577945709229,0.7212694883346558,0.6983758807182312,relu,128,0.5,20,8,Adam,2
20,0.780029833316803,0.6474103331565857,0.7158963084220886,0.6948955655097961,relu,128,0.5,20,8,Adam,4
20,0.9252970218658447,0.5756971836090088,0.7302881479263306,0.7030162215232849,relu,128,0.5,20,8,Adam,6
20,0.8525570034980774,0.6314740777015686,0.7962624430656433,0.6960557103157043,relu,128,0.5,20,8,RMSprop,2
20,0.7852149605751038,0.6628485918045044,0.7908998131752014,0.689095139503479,relu,128,0.5,20,8,RMSprop,4
20,0.8068572878837585,0.6489043831825256,0.715187132358551,0.6751739978790283,relu,128,0.5,20,8,RMSprop,6
20,0.6871128082275391,0.6837649345397949,0.6492348313331604,0.7296983599662781,relu,128,0.5,20,6,Adam,2
20,0.7490836977958679,0.6369521617889404,0.6711029410362244,0.7296983599662781,relu,128,0.5,20,6,Adam,4
20,0.7598443031311035,0.6583665609359741,0.7140076756477356,0.6809744834899902,relu,128,0.5,20,6,Adam,6
20,0.8145543336868286,0.6414342522621155,0.7582480907440186,0.6798143982887268,relu,128,0.5,20,6,RMSprop,2
20,0.8395698070526123,0.6329681277275085,0.7392445206642151,0.6589326858520508,relu,128,0.5,20,6,RMSprop,4
20,0.8364096879959106,0.6230079531669617,0.7328341603279114,0.7134570479393005,relu,128,0.5,20,6,RMSprop,6
60,0.4782531261444092,0.7813745141029358,0.6031436324119568,0.8016241192817688,relu,128,0.5,60,10,Adam,2
60,0.532813549041748,0.7514940500259399,0.5843020081520081,0.7436195015907288,relu,128,0.5,60,10,Adam,4
60,0.5730443596839905,0.7360557913780212,0.6270797252655029,0.7668213248252869,relu,128,0.5,60,10,Adam,6
60,0.5321019887924194,0.7788844704627991,0.575354814529419,0.7610208988189697,relu,128,0.5,60,10,RMSprop,2
60,0.6128385066986084,0.7490040063858032,0.5667157173156738,0.7877030372619629,relu,128,0.5,60,10,RMSprop,4
60,0.5447483658790588,0.7788844704627991,0.80107581615448,0.6914153099060059,relu,128,0.5,60,10,RMSprop,6
60,0.593243420124054,0.7340637445449829,0.6738263964653015,0.7296983599662781,relu,128,0.5,60,8,Adam,2
60,0.5338746309280396,0.7504979968070984,0.6514862179756165,0.73549884557724,relu,128,0.5,60,8,Adam,4
60,0.6674400568008423,0.6733067631721497,0.6326707005500793,0.7459396719932556,relu,128,0.5,60,8,Adam,6
60,0.48724278807640076,0.800298810005188,0.7029877305030823,0.7146171927452087,relu,128,0.5,60,8,RMSprop,2
60,0.552262008190155,0.7659362554550171,0.5458230972290039,0.7587006688117981,relu,128,0.5,60,8,RMSprop,4
60,0.5919048190116882,0.7275896668434143,0.6914611458778381,0.7552204132080078,relu,128,0.5,60,8,RMSprop,6
60,0.5924320816993713,0.7355577945709229,0.710499107837677,0.685614824295044,relu,128,0.5,60,6,Adam,2
60,0.4946412742137909,0.7938246726989746,0.6126279234886169,0.7331786751747131,relu,128,0.5,60,6,Adam,4
60,0.5504098534584045,0.7529880404472351,0.666549801826477,0.7006960511207581,relu,128,0.5,60,6,Adam,6
60,0.5603725910186768,0.7649402618408203,0.6111149787902832,0.7691415548324585,relu,128,0.5,60,6,RMSprop,2
60,0.5820667743682861,0.745517909526825,0.5993899703025818,0.7505800724029541,relu,128,0.5,60,6,RMSprop,4
60,0.5786285996437073,0.7475099563598633,0.6000666618347168,0.7412993311882019,relu,128,0.5,60,6,RMSprop,6
100,0.5477680563926697,0.7395418286323547,0.8262383341789246,0.6473317742347717,relu,128,0.5,100,10,Adam,2
100,0.4398411512374878,0.8112549781799316,0.7202910780906677,0.7424594163894653,relu,128,0.5,100,10,Adam,4
100,0.5031754970550537,0.7853585481643677,0.7967256903648376,0.6832946538925171,relu,128,0.5,100,10,Adam,6
100,0.5684109330177307,0.7519920468330383,0.5783204436302185,0.7540603280067444,relu,128,0.5,100,10,RMSprop,2
100,0.3813765048980713,0.8545816540718079,0.6173853278160095,0.7900232076644897,relu,128,0.5,100,10,RMSprop,4
100,0.4238663911819458,0.8147410154342651,0.7799280881881714,0.7250580191612244,relu,128,0.5,100,10,RMSprop,6
100,0.4492262303829193,0.8097609281539917,0.9268811345100403,0.7122969627380371,relu,128,0.5,100,8,Adam,2
100,0.47765931487083435,0.7963147163391113,0.9233608245849609,0.7053364515304565,relu,128,0.5,100,8,Adam,4
100,0.6584740877151489,0.7076693177223206,0.8755692839622498,0.6937354803085327,relu,128,0.5,100,8,Adam,6
100,0.37868818640708923,0.8426294922828674,0.6905304193496704,0.7598608136177063,relu,128,0.5,100,8,RMSprop,2
100,0.5564470291137695,0.8212151527404785,0.5833520889282227,0.7540603280067444,relu,128,0.5,100,8,RMSprop,4
100,0.43094637989997864,0.8232071995735168,0.973137378692627,0.7088167071342468,relu,128,0.5,100,8,RMSprop,6
100,0.5268024802207947,0.7490040063858032,0.6269762516021729,0.747099757194519,relu,128,0.5,100,6,Adam,2
100,0.6539154648780823,0.7330677509307861,0.8661532998085022,0.6948955655097961,relu,128,0.5,100,6,Adam,4
100,0.5858328938484192,0.7639442086219788,0.8210024237632751,0.621809720993042,relu,128,0.5,100,6,Adam,6
100,0.3511091470718384,0.8560757040977478,0.5841051936149597,0.8039442896842957,relu,128,0.5,100,6,RMSprop,2
100,0.411277711391449,0.8172310590744019,0.6039574146270752,0.8016241192817688,relu,128,0.5,100,6,RMSprop,4
100,0.46206390857696533,0.81175297498703,0.6704045534133911,0.7250580191612244,relu,128,0.5,100,6,RMSprop,6
20,0.7259119749069214,0.6558765172958374,0.7786206007003784,0.6647331714630127,tanh,32,0.3,20,10,Adam,2
20,0.7068639993667603,0.644920289516449,0.8583853840827942,0.6577726006507874,tanh,32,0.3,20,10,Adam,4
20,0.7489171624183655,0.6409362554550171,0.7793479561805725,0.6670533418655396,tanh,32,0.3,20,10,Adam,6
20,0.5411400198936462,0.7788844704627991,0.6993114352226257,0.7285382747650146,tanh,32,0.3,20,10,RMSprop,2
20,0.5544847846031189,0.7813745141029358,0.5835699439048767,0.7761020660400391,tanh,32,0.3,20,10,RMSprop,4
20,0.5524640679359436,0.7778884172439575,0.7616456747055054,0.6589326858520508,tanh,32,0.3,20,10,RMSprop,6
20,0.7140112519264221,0.6553784608840942,0.7582059502601624,0.6670533418655396,tanh,32,0.3,20,8,Adam,2
20,0.7784264087677002,0.6269920468330383,0.8030136823654175,0.6322506070137024,tanh,32,0.3,20,8,Adam,4
20,0.7044844627380371,0.6484063863754272,0.8175654411315918,0.6647331714630127,tanh,32,0.3,20,8,Adam,6
20,0.5281856656074524,0.787350594997406,0.8470184206962585,0.6763340830802917,tanh,32,0.3,20,8,RMSprop,2
20,0.5705236792564392,0.7704183459281921,0.6016300916671753,0.781902551651001,tanh,32,0.3,20,8,RMSprop,4
20,0.5380178689956665,0.769920289516449,0.852315366268158,0.6624130010604858,tanh,32,0.3,20,8,RMSprop,6
20,0.6673121452331543,0.7056772708892822,0.7183942198753357,0.7018561363220215,tanh,32,0.3,20,6,Adam,2
20,0.6333545446395874,0.7390438318252563,0.6947510242462158,0.7204176187515259,tanh,32,0.3,20,6,Adam,4
20,0.7140446305274963,0.6518924236297607,0.9557671546936035,0.6229698657989502,tanh,32,0.3,20,6,Adam,6
20,0.5190067291259766,0.7928286790847778,0.6167104244232178,0.76450115442276,tanh,32,0.3,20,6,RMSprop,2
20,0.5356261134147644,0.7788844704627991,0.6761439442634583,0.7587006688117981,tanh,32,0.3,20,6,RMSprop,4
20,0.5173180103302002,0.7953187227249146,0.8826590180397034,0.6879350543022156,tanh,32,0.3,20,6,RMSprop,6
60,0.3510763645172119,0.8680278658866882,0.6815813183784485,0.7807424664497375,tanh,32,0.3,60,10,Adam,2
60,0.44961580634117126,0.8152390718460083,0.6709693670272827,0.7540603280067444,tanh,32,0.3,60,10,Adam,4
60,0.6333538889884949,0.6837649345397949,0.7514019012451172,0.689095139503479,tanh,32,0.3,60,10,Adam,6
60,0.22354432940483093,0.9218127727508545,0.5565876960754395,0.839907169342041,tanh,32,0.3,60,10,RMSprop,2
60,0.2615562677383423,0.9043824672698975,0.576750636100769,0.7969837784767151,tanh,32,0.3,60,10,RMSprop,4
60,0.2418314665555954,0.9178286790847778,0.5804826617240906,0.8259860873222351,tanh,32,0.3,60,10,RMSprop,6
60,0.552697479724884,0.7131474018096924,0.7228336334228516,0.685614824295044,tanh,32,0.3,60,8,Adam,2
60,0.6067820191383362,0.6812748908996582,0.7517857551574707,0.6624130010604858,tanh,32,0.3,60,8,Adam,4
60,0.6073139309883118,0.6922310590744019,0.7383365631103516,0.6879350543022156,tanh,32,0.3,60,8,Adam,6
60,0.2001793384552002,0.93675297498703,0.6217079162597656,0.8004640340805054,tanh,32,0.3,60,8,RMSprop,2
60,0.28416550159454346,0.8954183459281921,0.5716555714607239,0.810904860496521,tanh,32,0.3,60,8,RMSprop,4
60,0.28021255135536194,0.894920289516449,0.7719904780387878,0.7505800724029541,tanh,32,0.3,60,8,RMSprop,6
60,0.5954887270927429,0.7021912336349487,0.7625192999839783,0.6519721746444702,tanh,32,0.3,60,6,Adam,2
60,0.5043462514877319,0.7878485918045044,0.7087770104408264,0.7436195015907288,tanh,32,0.3,60,6,Adam,4
60,0.5661950707435608,0.7330677509307861,0.6714380383491516,0.7111368775367737,tanh,32,0.3,60,6,Adam,6
60,0.2354663610458374,0.9143426418304443,0.4985794425010681,0.839907169342041,tanh,32,0.3,60,6,RMSprop,2
60,0.24573685228824615,0.9143426418304443,0.5424305200576782,0.8248260021209717,tanh,32,0.3,60,6,RMSprop,4
60,0.24593597650527954,0.9133465886116028,0.5674771666526794,0.8120649456977844,tanh,32,0.3,60,6,RMSprop,6
100,0.5469280481338501,0.7265936136245728,0.7106244564056396,0.6879350543022156,tanh,32,0.3,100,10,Adam,2
100,0.35809963941574097,0.8655378222465515,0.7598395347595215,0.7679814100265503,tanh,32,0.3,100,10,Adam,4
100,0.43341657519340515,0.8162350654602051,0.7464714050292969,0.7308584451675415,tanh,32,0.3,100,10,Adam,6
100,0.15312251448631287,0.9506971836090088,0.5827727317810059,0.8433874845504761,tanh,32,0.3,100,10,RMSprop,2
100,0.1511089950799942,0.9482071995735168,0.5881519913673401,0.8225057721138,tanh,32,0.3,100,10,RMSprop,4
100,0.20745781064033508,0.9332669377326965,0.5815286040306091,0.8352668285369873,tanh,32,0.3,100,10,RMSprop,6
100,0.553197979927063,0.7016932368278503,0.8066808581352234,0.6519721746444702,tanh,32,0.3,100,8,Adam,2
100,0.6642802953720093,0.6434262990951538,0.7633817195892334,0.6658932566642761,tanh,32,0.3,100,8,Adam,4
100,0.47788500785827637,0.782868504524231,0.7078766822814941,0.7285382747650146,tanh,32,0.3,100,8,Adam,6
100,0.1544201672077179,0.9482071995735168,0.6021759510040283,0.828306257724762,tanh,32,0.3,100,8,RMSprop,2
100,0.14746566116809845,0.9467131495475769,0.7353077530860901,0.8155452609062195,tanh,32,0.3,100,8,RMSprop,4
100,0.15585792064666748,0.9467131495475769,0.5690649747848511,0.8364269137382507,tanh,32,0.3,100,8,RMSprop,6
100,0.5273904800415039,0.7076693177223206,0.7227481603622437,0.689095139503479,tanh,32,0.3,100,6,Adam,2
100,0.5799027681350708,0.7086653113365173,0.7206777930259705,0.7076566219329834,tanh,32,0.3,100,6,Adam,4
100,0.5784649848937988,0.701195240020752,0.7675268054008484,0.6740139126777649,tanh,32,0.3,100,6,Adam,6
100,0.1768946498632431,0.9397410154342651,0.5251314640045166,0.839907169342041,tanh,32,0.3,100,6,RMSprop,2
100,0.16035959124565125,0.9437251091003418,0.6034502983093262,0.8341067433357239,tanh,32,0.3,100,6,RMSprop,4
100,0.16591137647628784,0.9472111463546753,0.6234104037284851,0.828306257724762,tanh,32,0.3,100,6,RMSprop,6
20,0.9045925736427307,0.5672310590744019,0.8439710140228271,0.6276102066040039,tanh,32,0.5,20,10,Adam,2
20,0.9040692448616028,0.5722111463546753,0.8819351196289062,0.5440835356712341,tanh,32,0.5,20,10,Adam,4
20,0.868943452835083,0.6015936136245728,0.9007192254066467,0.6345707774162292,tanh,32,0.5,20,10,Adam,6
20,0.7467249035835266,0.649402379989624,0.7680956721305847,0.6624130010604858,tanh,32,0.5,20,10,RMSprop,2
20,0.7352961301803589,0.650896430015564,0.7918638586997986,0.6693735718727112,tanh,32,0.5,20,10,RMSprop,4
20,0.7686995267868042,0.6389442086219788,0.810958981513977,0.671693742275238,tanh,32,0.5,20,10,RMSprop,6
20,0.8589756488800049,0.5826693177223206,0.8399348258972168,0.6577726006507874,tanh,32,0.5,20,8,Adam,2
20,0.9283661246299744,0.5498008131980896,0.8506894707679749,0.6310904622077942,tanh,32,0.5,20,8,Adam,4
20,0.8940815329551697,0.5627490282058716,0.803874135017395,0.6438515186309814,tanh,32,0.5,20,8,Adam,6
20,0.7245292663574219,0.6653386354446411,0.7649361491203308,0.6914153099060059,tanh,32,0.5,20,8,RMSprop,2
20,0.7660260200500488,0.6394422054290771,0.8207268118858337,0.6450116038322449,tanh,32,0.5,20,8,RMSprop,4
20,0.7798672914505005,0.6444222927093506,0.7879027724266052,0.6670533418655396,tanh,32,0.5,20,8,RMSprop,6
20,0.8702089786529541,0.5971115827560425,0.817112147808075,0.6461716890335083,tanh,32,0.5,20,6,Adam,2
20,0.9073817133903503,0.5572709441184998,0.8525835871696472,0.592807412147522,tanh,32,0.5,20,6,Adam,4
20,0.9217764139175415,0.5572709441184998,0.9291669130325317,0.5382830500602722,tanh,32,0.5,20,6,Adam,6
20,0.7650299072265625,0.6384462118148804,0.8343128561973572,0.6357308626174927,tanh,32,0.5,20,6,RMSprop,2
20,0.759596049785614,0.6568725109100342,0.9584782719612122,0.6508120894432068,tanh,32,0.5,20,6,RMSprop,4
20,0.7810845971107483,0.6299800872802734,0.9275372624397278,0.5835266709327698,tanh,32,0.5,20,6,RMSprop,6
60,0.7904025316238403,0.6240040063858032,0.7383376359939575,0.6554524302482605,tanh,32,0.5,60,10,Adam,2
60,0.7363573908805847,0.6289840340614319,0.7678284049034119,0.6612529158592224,tanh,32,0.5,60,10,Adam,4
60,0.7161904573440552,0.6319721341133118,0.8763236403465271,0.6160092949867249,tanh,32,0.5,60,10,Adam,6
60,0.4166214168071747,0.8496015667915344,0.6014449596405029,0.7865429520606995,tanh,32,0.5,60,10,RMSprop,2
60,0.41687092185020447,0.8476095795631409,0.6033238172531128,0.7958236932754517,tanh,32,0.5,60,10,RMSprop,4
60,0.4438135623931885,0.8251991868019104,0.6447734236717224,0.7853828072547913,tanh,32,0.5,60,10,RMSprop,6
60,0.7498205304145813,0.6359561681747437,0.7547692656517029,0.6519721746444702,tanh,32,0.5,60,8,Adam,2
60,0.7355342507362366,0.6269920468330383,0.7611517906188965,0.6566125154495239,tanh,32,0.5,60,8,Adam,4
60,0.7623630166053772,0.6230079531669617,0.763584315776825,0.6589326858520508,tanh,32,0.5,60,8,Adam,6
60,0.4391411244869232,0.8177290558815002,0.5900807976722717,0.79350346326828,tanh,32,0.5,60,8,RMSprop,2
60,0.4484430253505707,0.8212151527404785,0.5684031248092651,0.7958236932754517,tanh,32,0.5,60,8,RMSprop,4
60,0.49112629890441895,0.7903386354446411,0.6355523467063904,0.7621809840202332,tanh,32,0.5,60,8,RMSprop,6
60,0.7281137704849243,0.6439242959022522,0.7927148938179016,0.6461716890335083,tanh,32,0.5,60,6,Adam,2
60,0.7571079730987549,0.6220119595527649,0.7549782395362854,0.6774942278862,tanh,32,0.5,60,6,Adam,4
60,0.7832186818122864,0.6195219159126282,0.8217130303382874,0.6450116038322449,tanh,32,0.5,60,6,Adam,6
60,0.4499627649784088,0.8192231059074402,0.6762293577194214,0.7633410692214966,tanh,32,0.5,60,6,RMSprop,2
60,0.4472889006137848,0.8147410154342651,0.6848341226577759,0.7703016400337219,tanh,32,0.5,60,6,RMSprop,4
60,0.45611944794654846,0.8237051963806152,0.6193528175354004,0.7946635484695435,tanh,32,0.5,60,6,RMSprop,6
100,0.6935508251190186,0.6548804640769958,0.8496721982955933,0.6624130010604858,tanh,32,0.5,100,10,Adam,2
100,0.6987025141716003,0.636454164981842,0.715457558631897,0.6740139126777649,tanh,32,0.5,100,10,Adam,4
100,0.6590925455093384,0.6593625545501709,0.7398015260696411,0.6589326858520508,tanh,32,0.5,100,10,Adam,6
100,0.34452781081199646,0.8799800872802734,0.6396366953849792,0.7888631224632263,tanh,32,0.5,100,10,RMSprop,2
100,0.3058990240097046,0.8934262990951538,0.5765955448150635,0.7900232076644897,tanh,32,0.5,100,10,RMSprop,4
100,0.3040120005607605,0.8874502182006836,0.5807409286499023,0.8190255165100098,tanh,32,0.5,100,10,RMSprop,6
100,0.6067211031913757,0.6977091431617737,0.7661787271499634,0.671693742275238,tanh,32,0.5,100,8,Adam,2
100,0.667950451374054,0.657868504524231,0.7137619853019714,0.6635730862617493,tanh,32,0.5,100,8,Adam,4
100,0.6475945711135864,0.6777888536453247,0.7385087013244629,0.6821345686912537,tanh,32,0.5,100,8,Adam,6
100,0.327673077583313,0.8759959936141968,0.5846258401870728,0.828306257724762,tanh,32,0.5,100,8,RMSprop,2
100,0.295807421207428,0.899402379989624,0.515916109085083,0.8364269137382507,tanh,32,0.5,100,8,RMSprop,4
100,0.27264705300331116,0.8914342522621155,0.5567441582679749,0.8074246048927307,tanh,32,0.5,100,8,RMSprop,6
100,0.7308615446090698,0.6175298690795898,0.7579759359359741,0.6624130010604858,tanh,32,0.5,100,6,Adam,2
100,0.6909219026565552,0.6439242959022522,0.7708818316459656,0.671693742275238,tanh,32,0.5,100,6,Adam,4
100,0.7859566807746887,0.6080677509307861,0.7153267860412598,0.6670533418655396,tanh,32,0.5,100,6,Adam,6
100,0.2707790434360504,0.9003984332084656,0.5686445832252502,0.810904860496521,tanh,32,0.5,100,6,RMSprop,2
100,0.3119434714317322,0.8899402618408203,0.6121222376823425,0.8120649456977844,tanh,32,0.5,100,6,RMSprop,4
100,0.2923775017261505,0.8944222927093506,0.6091644763946533,0.810904860496521,tanh,32,0.5,100,6,RMSprop,6
